	SYMBOL	ENTREZID
8937	CDCA7L	55536
8938	ECM1	1893
8939	TIGIT	201633
8940	MRPL45	84311
8941	TRO	7216
8942	TSPAN11	441631
8943	MED14	9282
8944	UST	10090
8945	HNRNPA1	3178
8946	GPM6B	2824
8947	TRIM2	23321
8948	ZNF773	374928
8949	PDK3	5165
8950	OXTR	5021
8951	BCL9L	283149
8952	KIF16B	55614
8953	EFEMP2	30008
8954	FRY	10129
8955	ZNF692	55657
8956	PELI2	57161
8957	ZNRF3	84133
8958	STX11	8676
8959	KLHL29	114818
8960	SLC31A2	1318
8961	LMO2	4005
8962	CYB5D1	124637
8963	NFE2L3	9603
8964	DOK6	220164
8965	GLA	2717
8966	MYL5	4636
8967	GPRIN2	9721
8968	GIMAP8	155038
8969	MAFB	9935
8970	IQCH	64799
8971	CYGB	114757
8972	DENND5B	160518
8973	RPL31	6160
8974	NPC2	10577
8975	SYNGAP1	8831
8976	RP2	6102
8977	RPL22	6146
8978	SPSB2	84727
8979	CHFR	55743
8980	TRIQK	286144
8981	PRICKLE2	166336
8982	YPEL1	29799
8983	CD209	30835
8984	EBF1	1879
8985	CEP70	80321
8986	CABP4	57010
8987	SRR	63826
8988	SOCS2	8835
8989	HNRNPA2B1	3181
8990	MXI1	4601
8991	MYL12A	10627
8992	TSPAN3	10099
8993	RAPGEF3	10411
8994	PPM1L	151742
8995	IMPACT	55364
8996	CLIC2	1193
8997	EXOC3L4	91828
8998	SLC39A5	283375
8999	ZNF470	388566
9000	U2AF1L4	199746
9001	MFSD6L	162387
9002	EFCAB6	64800
9003	BVES	11149
9004	PLXNB1	5364
9005	NRXN1	9378
9006	LILRB1	10859
9007	AVIL	10677
9008	RPL37A	6168
9009	FGFBP3	143282
9010	MUC20	200958
9011	ZBTB16	7704
9012	TNFSF14	8740
9013	RAD51B	5890
9014	CEBPB	1051
9015	CDCA8	55143
9016	ISX	91464
9017	IRF1	3659
9018	ENPEP	2028
9019	HVCN1	84329
9020	PLA2G4C	8605
9021	ARL17A	51326
9022	LAMA4	3910
9023	WDFY4	57705
9024	VMP1	81671
9025	SLC25A27	9481
9026	LSP1	4046
9027	C19orf33	64073
9028	GSTM2	2946
9029	DDX60L	91351
9030	PBX1	5087
9031	RGPD4	285190
9032	GRIN2A	2903
9033	AUTS2	26053
9034	C1QTNF6	114904
9035	RPL14	9045
9036	GNG11	2791
9037	C14orf132	56967
9038	CAPN3	825
9039	CYP4F12	66002
9040	LILRB2	10288
9041	RAPH1	65059
9042	HSPD1	3329
9043	PLXNA3	55558
9044	TMEM141	85014
9045	RASA4B	100271927
9046	PRR15L	79170
9047	ZNF549	256051
9048	FANCI	55215
9049	RPS6KL1	83694
9050	HLA-F	3134
9051	FOXD2	2306
9052	ARSG	22901
9053	RASGRP1	10125
9054	CAMK2N1	55450
9055	TMEM98	26022
9056	SERPINB8	5271
9057	SOAT1	6646
9058	ENO1	2023
9059	HIGD1A	25994
9060	NDRG1	10397
9061	SEC14L2	23541
9062	CSMD3	114788
9063	JAZF1	221895
9064	CAMK4	814
9065	TBC1D3F	84218
9066	MSS51	118490
9067	PRR12	57479
9068	TTC39A	22996
9069	RPS16	6217
9070	PALMD	54873
9071	TMOD1	7111
9072	KCNE3	10008
9073	HHAT	55733
9074	LAMP1	3916
9075	ICOS	29851
9076	SUV39H1	6839
9077	OR51E1	143503
9078	NUDT12	83594
9079	MSMO1	6307
9080	SH3BGRL	6451
9081	TNFSF13B	10673
9082	RGS10	6001
9083	ST8SIA1	6489
9084	EMCN	51705
9085	MAP3K8	1326
9086	PLTP	5360
9087	EEF2	1938
9088	MORN4	118812
9089	CD101	9398
9090	DGKG	1608
9091	CNN3	1266
9092	CD34	947
9093	DSP	1832
9094	ZFHX2	85446
9095	MPC1	51660
9096	CC2D2A	57545
9097	SHANK2	22941
9098	ST8SIA4	7903
9099	HOXB9	3219
9100	RPS15A	6210
9101	ITGA2	3673
9102	FAM174B	400451
9103	GGT7	2686
9104	IFFO2	126917
9105	EIF5AL1	143244
9106	TRPC1	7220
9107	RACGAP1	29127
9108	TMEM63A	9725
9109	FBF1	85302
9110	GIMAP2	26157
9111	XBP1	7494
9112	SLC25A5	292
9113	LHPP	64077
9114	SFN	2810
9115	CCDC141	285025
9116	TMEM97	27346
9117	FURIN	5045
9118	CX3CL1	6376
9119	CCPG1	9236
9120	LEPROT	54741
9121	P2RX4	5025
9122	CAP2	10486
9123	HLA-DOA	3111
9124	ARVCF	421
9125	RPL34	6164
9126	KPNA2	3838
9127	NSDHL	50814
9128	TNFSF10	8743
9129	STOX1	219736
9130	KLF7	8609
9131	PDE4C	5143
9132	ACAP1	9744
9133	VSTM4	196740
9134	RAC2	5880
9135	FKBP4	2288
9136	CD3E	916
9137	S1PR1	1901
9138	COL4A4	1286
9139	SOCS7	30837
9140	RRP1	8568
9141	MYBBP1A	10514
9142	GPT2	84706
9143	LPIN1	23175
9144	SPN	6693
9145	UCP2	7351
9146	CCND3	896
9147	LRRC32	2615
9148	IPCEF1	26034
9149	ADAMTS6	11174
9150	UTRN	7402
9151	HOXA5	3202
9152	MERTK	10461
9153	PTGDR2	11251
9154	CELSR2	1952
9155	MPP7	143098
9156	PRDM1	639
9157	ZNF704	619279
9158	CDH13	1012
9159	ZNF577	84765
9160	ZNF93	81931
9161	PAK6	56924
9162	LTBP3	4054
9163	TMEM253	643382
9164	CBR1	873
9165	MCC	4163
9166	TMC5	79838
9167	GRAMD1B	57476
9168	MAB21L3	126868
9169	ARHGAP15	55843
9170	FGD2	221472
9171	ZNF831	128611
9172	SPI1	6688
9173	NANS	54187
9174	GLB1L2	89944
9175	P4HA2	8974
9176	HNMT	3176
9177	ASB3	51130
9178	PSAP	5660
9179	NDUFA4	4697
9180	PSRC1	84722
9181	FERMT2	10979
9182	RABL6	55684
9183	NUFIP1	26747
9184	ZC3H12A	80149
9185	TMEM54	113452
9186	IL18	3606
9187	FBN2	2201
9188	FZD7	8324
9189	JUNB	3726
9190	DUSP5	1847
9191	TFEC	22797
9192	ZBTB46	140685
9193	LY86	9450
9194	NLRP1	22861
9195	SOX4	6659
9196	AGAP6	414189
9197	COX6C	1345
9198	KIF12	113220
9199	SH3BP4	23677
9200	NOMO3	408050
9201	CDC20	991
9202	COL16A1	1307
9203	ERV3-1	2086
9204	RPL36A	6173
9205	ANK2	287
9206	HSF4	3299
9207	FABP5	2171
9208	SHF	90525
9209	CD83	9308
9210	NUP62CL	54830
9211	FARP1	10160
9212	FBXO41	150726
9213	MNS1	55329
9214	PSME4	23198
9215	RFTN1	23180
9216	TOB1	10140
9217	DSEL	92126
9218	GIMAP7	168537
9219	TMEM64	169200
9220	KLF4	9314
9221	MELK	9833
9222	HLA-A	3105
9223	EDIL3	10085
9224	MTMR11	10903
9225	AK1	203
9226	OLFML1	283298
9227	FGGY	55277
9228	VWF	7450
9229	RAD51	5888
9230	FILIP1	27145
9231	SGSM1	129049
9232	ZNF530	348327
9233	DTL	51514
9234	SCN3A	6328
9235	CPPED1	55313
9236	THRB	7068
9237	PSTPIP1	9051
9238	HEYL	26508
9239	MFGE8	4240
9240	HOXA2	3199
9241	NCOR2	9612
9242	GPRIN3	285513
9243	BTG2	7832
9244	AURKB	9212
9245	TCOF1	6949
9246	SPEN	23013
9247	ADORA2B	136
9248	ADRA2A	150
9249	SLC25A42	284439
9250	PBX4	80714
9251	KIF13A	63971
9252	KIAA1958	158405
9253	FANCD2	2177
9254	ZFP28	140612
9255	DTNA	1837
9256	PALLD	23022
9257	MAPK8IP3	23162
9258	PIEZO2	63895
9259	MOGAT3	346606
9260	S100A14	57402
9261	SLCO5A1	81796
9262	CCDC102B	79839
9263	PLK3	1263
9264	SPRY2	10253
9265	CSF3R	1441
9266	TMEM154	201799
9267	XRCC2	7516
9268	BCL7A	605
9269	KIF2C	11004
9270	RAD54B	25788
9271	PIR	8544
9272	GIMAP1-GIMAP5	100527949
9273	TRIP13	9319
9274	CCR2	729230
9275	FNBP4	23360
9276	ROR1	4919
9277	TNFSF13	8741
9278	CCDC18	343099
9279	CMYA5	202333
9280	HEY2	23493
9281	EPHA3	2042
9282	ST3GAL5	8869
9283	PLEKHO2	80301
9284	CEP128	145508
9285	CCND1	595
9286	COX7C	1350
9287	GTF2IRD1	9569
9288	HLA-DPA1	3113
9289	IER5L	389792
9290	NEGR1	257194
9291	UBE2C	11065
9292	CDYL2	124359
9293	COL19A1	1310
9294	PKMYT1	9088
9295	CD1D	912
9296	SNAPC4	6621
9297	FAM27E3	100131997
9298	DOCK8	81704
9299	HNRNPA3	220988
9300	HSPB1	3315
9301	SRM	6723
9302	ARID5A	10865
9303	CHRNB1	1140
9304	CCNA2	890
9305	OSBPL1A	114876
9306	SLC45A3	85414
9307	FDPS	2224
9308	ZNF548	147694
9309	GCNT2	2651
9310	LSS	4047
9311	LIPA	3988
9312	RHOF	54509
9313	SDHD	6392
9314	FAM20C	56975
9315	SERPING1	710
9316	ACAT1	38
9317	NDRG4	65009
9318	GAPT	202309
9319	DRP2	1821
9320	TYRO3	7301
9321	EZH2	2146
9322	ZP3	7784
9323	A1CF	29974
9324	ANG	283
9325	GPX8	493869
9326	JAM3	83700
9327	CFH	3075
9328	CRB2	286204
9329	ZSCAN18	65982
9330	ATG16L2	89849
9331	C4B	721
9332	SLC9B2	133308
9333	EMILIN1	11117
9334	OIP5	11339
9335	SLC39A8	64116
9336	GGT6	124975
9337	ANKRD33B	651746
9338	MACROD2	140733
9339	ID3	3399
9340	LRRC8E	80131
9341	PRSS8	5652
9342	RCAN2	10231
9343	PLEK	5341
9344	STON1-GTF2A1L	286749
9345	HLA-DPB1	3115
9346	ATP10A	57194
9347	ARHGEF39	84904
9348	FGF9	2254
9349	ATP6V0D2	245972
9350	CRYZ	1429
9351	ACY3	91703
9352	LAMC3	10319
9353	APBB1IP	54518
9354	NR1D1	9572
9355	LRRC17	10234
9356	SESN1	27244
9357	CD226	10666
9358	NTN1	9423
9359	ITM2B	9445
9360	MPC2	25874
9361	ICAM3	3385
9362	ZSWIM3	140831
9363	MBOAT2	129642
9364	ARHGAP25	9938
9365	PROS1	5627
9366	ADAMTS14	140766
9367	REEP1	65055
9368	VANGL2	57216
9369	TYW1B	441250
9370	MACROD1	28992
9371	GTF2IRD2B	389524
9372	ABCA2	20
9373	NPL	80896
9374	DGAT2	84649
9375	OVGP1	5016
9376	ZNF594	84622
9377	SYT11	23208
9378	SPOCK2	9806
9379	TLR3	7098
9380	GSTM4	2948
9381	TOMM20	9804
9382	ZNF879	345462
9383	PODXL	5420
9384	TMEM59	9528
9385	NID1	4811
9386	TM9SF2	9375
9387	LBR	3930
9388	GOLIM4	27333
9389	CAMKK1	84254
9390	CXCL12	6387
9391	KLF9	687
9392	BCL2L14	79370
9393	NBEAL2	23218
9394	DMD	1756
9395	KDELR3	11015
9396	THBS1	7057
9397	SLC43A1	8501
9398	WNT5B	81029
9399	KDM6B	23135
9400	SMC1A	8243
9401	CDC25C	995
9402	PRLR	5618
9403	PGM1	5236
9404	LRRC37A3	374819
9405	SLC24A3	57419
9406	ABCB6	10058
9407	FGD3	89846
9408	SYDE2	84144
9409	CAPS2	84698
9410	IL4I1	259307
9411	ZNF813	126017
9412	FAM171B	165215
9413	S100A6	6277
9414	PTMS	5763
9415	CHST2	9435
9416	LOXL1	4016
9417	AIF1L	83543
9418	SLC2A8	29988
9419	CENPM	79019
9420	MGAT3	4248
9421	THEMIS2	9473
9422	ADAMTS17	170691
9423	C3orf70	285382
9424	CYSLTR1	10800
9425	TSTD1	100131187
9426	TIGD7	91151
9427	RGPD3	653489
9428	TYMS	7298
9429	CDKN1A	1026
9430	PRR16	51334
9431	ATP1A1	476
9432	NAT2	10
9433	PAM	5066
9434	UGDH	7358
9435	DEPDC7	91614
9436	KLHL5	51088
9437	LIMA1	51474
9438	SCPEP1	59342
9439	PTPRCAP	5790
9440	ZNF256	10172
9441	SGK3	23678
9442	BTK	695
9443	CYTH4	27128
9444	RYR3	6263
9445	LPGAT1	9926
9446	ME3	10873
9447	POF1B	79983
9448	RRM2	6241
9449	COL8A2	1296
9450	HPGDS	27306
9451	TPH1	7166
9452	PRC1	9055
9453	HIVEP3	59269
9454	FOXO4	4303
9455	PLXNA4	91584
9456	TMEM229B	161145
9457	KIF20A	10112
9458	MCOLN2	255231
9459	LRRC34	151827
9460	HILPDA	29923
9461	IL18BP	10068
9462	HSPA12A	259217
9463	CACNB2	783
9464	PTGS1	5742
9465	SIRPA	140885
9466	SLAMF1	6504
9467	GRIA4	2893
9468	CCNF	899
9469	POLR2M	81488
9470	CREG1	8804
9471	GCC2	9648
9472	NFIA	4774
9473	BMP3	651
9474	FAM81A	145773
9475	ZAP70	7535
9476	IFI27	3429
9477	MFSD2A	84879
9478	DUSP10	11221
9479	PDE5A	8654
9480	PSMB9	5698
9481	DEGS2	123099
9482	CIT	11113
9483	CLEC11A	6320
9484	CCL14	6358
9485	PLEKHG2	64857
9486	HELZ2	85441
9487	CDK1	983
9488	FEN1	2237
9489	PDGFB	5155
9490	CDHR3	222256
9491	PRKD1	5587
9492	SP140	11262
9493	CHD2	1106
9494	TOX2	84969
9495	CYP39A1	51302
9496	ETV7	51513
9497	ZNF117	51351
9498	CKAP2	26586
9499	FRMD1	79981
9500	ACSS1	84532
9501	SETD1A	9739
9502	NUDT15	55270
9503	PDXK	8566
9504	DYSF	8291
9505	FAM210B	116151
9506	SPC25	57405
9507	P2RY13	53829
9508	DPF3	8110
9509	SLC19A1	6573
9510	EHD2	30846
9511	ANKRD20A1	84210
9512	TMCC3	57458
9513	MXRA7	439921
9514	CLEC3B	7123
9515	SLC29A2	3177
9516	KRT19	3880
9517	RNF150	57484
9518	PTCH1	5727
9519	IL1RL1	9173
9520	CDH24	64403
9521	SRGAP3	9901
9522	CHMP3	51652
9523	ACAN	176
9524	CHN1	1123
9525	SPIRE1	56907
9526	FAM161A	84140
9527	MSH5	4439
9528	QRICH2	84074
9529	RTN1	6252
9530	FGR	2268
9531	TMEM100	55273
9532	SATB2	23314
9533	CDCA3	83461
9534	NFASC	23114
9535	GLIPR2	152007
9536	SNRPA1	6627
9537	FAM50B	26240
9538	EHHADH	1962
9539	TMEM170B	100113407
9540	MDFIC	29969
9541	GJB1	2705
9542	GPRC5A	9052
9543	CLIP4	79745
9544	ABCD2	225
9545	NFIC	4782
9546	CD44	960
9547	DDX11	1663
9548	DGKH	160851
9549	GFPT1	2673
9550	AFF3	3899
9551	PLCD1	5333
9552	OLFML3	56944
9553	CRYAB	1410
9554	CDC25A	993
9555	CD300A	11314
9556	DNMT1	1786
9557	PMAIP1	5366
9558	CEP55	55165
9559	ZNF559-ZNF177	100529215
9560	TIMP1	7076
9561	TBC1D4	9882
9562	FLT4	2324
9563	NHSL2	340527
9564	HPSE2	60495
9565	PNN	5411
9566	MTHFD1L	25902
9567	HOXA3	3200
9568	SIDT1	54847
9569	CRYM	1428
9570	EPHX2	2053
9571	TRIO	7204
9572	QKI	9444
9573	RBMS1	5937
9574	PLK2	10769
9575	CCNE1	898
9576	PPM1H	57460
9577	KLRC4-KLRK1	100528032
9578	SLCO4A1	28231
9579	TSPYL5	85453
9580	JAK3	3718
9581	ICOSLG	23308
9582	FAHD2B	151313
9583	GIMAP4	55303
9584	FANCB	2187
9585	CPED1	79974
9586	ERICH1	157697
9587	STX19	415117
9588	PLA1A	51365
9589	ZFC3H1	196441
9590	ANP32E	81611
9591	CENPA	1058
9592	CNTLN	54875
9593	CRIP1	1396
9594	GABBR1	2550
9595	F3	2152
9596	TAGAP	117289
9597	TSPYL2	64061
9598	PPP1R13L	10848
9599	GLRX	2745
9600	SLC16A2	6567
9601	CDH19	28513
9602	GPR171	29909
9603	SAMD9	54809
9604	NOTCH1	4851
9605	CARD16	114769
9606	LYAR	55646
9607	SLC16A6	9120
9608	PKDCC	91461
9609	TRAIP	10293
9610	KCTD15	79047
9611	NOTCH4	4855
9612	AHNAK	79026
9613	WWTR1	25937
9614	MYRIP	25924
9615	BUB1	699
9616	LGI2	55203
9617	PLEKHH2	130271
9618	GIMAP6	474344
9619	COL6A1	1291
9620	COTL1	23406
9621	MB21D2	151963
9622	FHOD3	80206
9623	ABCC6	368
9624	RAB37	326624
9625	ELMO1	9844
9626	HNRNPH2	3188
9627	MET	4233
9628	TDRD6	221400
9629	FASTKD5	60493
9630	TCN2	6948
9631	ALDH4A1	8659
9632	SKA3	221150
9633	CD164	8763
9634	EPPK1	83481
9635	SMARCA1	6594
9636	CDHR5	53841
9637	ALDH1L2	160428
9638	RCOR2	283248
9639	GPR65	8477
9640	SCUBE2	57758
9641	DNAH7	56171
9642	ARHGAP6	395
9643	ZNF423	23090
9644	FZD3	7976
9645	ACVRL1	94
9646	SYT15	83849
9647	ASB2	51676
9648	SCD5	79966
9649	TPST1	8460
9650	RPS26	6231
9651	SLC9A9	285195
9652	PRSS12	8492
9653	TCF7	6932
9654	DNAH11	8701
9655	TLR1	7096
9656	GPR176	11245
9657	NBPF12	149013
9658	ARG2	384
9659	CD55	1604
9660	SKA1	220134
9661	KIFC1	3833
9662	ERCC6L	54821
9663	PPP1R12B	4660
9664	CRYL1	51084
9665	POLR3G	10622
9666	NMNAT3	349565
9667	TFCP2L1	29842
9668	ARHGAP39	80728
9669	UGT2A3	79799
9670	CUBN	8029
9671	TTC28	23331
9672	FAM135B	51059
9673	CEP170	9859
9674	BATF2	116071
9675	TSHZ3	57616
9676	BANK1	55024
9677	AOC3	8639
9678	DLG4	1742
9679	IFI27L2	83982
9680	NME1-NME2	654364
9681	NCAPG	64151
9682	LRRC27	80313
9683	SCN8A	6334
9684	SPAG5	10615
9685	LRRC37A2	474170
9686	DPYSL2	1808
9687	AVPR1A	552
9688	SSBP2	23635
9689	MT1F	4494
9690	CHGB	1114
9691	NOVA1	4857
9692	HLA-C	3107
9693	ZNF711	7552
9694	NBPF10	100132406
9695	HLA-DMB	3109
9696	HNRNPA1L2	144983
9697	RPL3	6122
9698	CTSO	1519
9699	FAM13C	220965
9700	ZNF415	55786
9701	PMP22	5376
9702	ZNF347	84671
9703	DBF4B	80174
9704	TGFB1	7040
9705	PRR11	55771
9706	DHRS11	79154
9707	RGS18	64407
9708	PRF1	5551
9709	NTN4	59277
9710	ORC1	4998
9711	MYOF	26509
9712	FAT4	79633
9713	EPHA1	2041
9714	PKIB	5570
9715	GUCY1A2	2977
9716	SMG1	23049
9717	ANXA2	302
9718	DNAH2	146754
9719	SMOX	54498
9720	UBE2S	27338
9721	KRT18	3875
9722	IL2RG	3561
9723	IER2	9592
9724	F2R	2149
9725	CCDC68	80323
9726	EFNA5	1946
9727	MYH14	79784
9728	LYPD5	284348
9729	CDH17	1015
9730	POU5F1	5460
9731	NYNRIN	57523
9732	IL6R	3570
9733	ZNF880	400713
9734	BICC1	80114
9735	EFNA2	1943
9736	FBRSL1	57666
9737	MAP7D3	79649
9738	TMEM140	55281
9739	PLOD2	5352
9740	FAM149A	25854
9741	PIK3R5	23533
9742	BCORL1	63035
9743	EVC2	132884
9744	IMPDH2	3615
9745	CTSS	1520
9746	LIPG	9388
9747	SLC15A2	6565
9748	CLSPN	63967
9749	HID1	283987
9750	YLPM1	56252
9751	IL1RN	3557
9752	SNPH	9751
9753	SHH	6469
9754	CDK8	1024
9755	CDT1	81620
9756	ABAT	18
9757	TRPS1	7227
9758	VEGFA	7422
9759	KLF2	10365
9760	IFT140	9742
9761	RGPD6	729540
9762	HES2	54626
9763	MAOB	4129
9764	FAM111B	374393
9765	DUSP6	1848
9766	MACF1	23499
9767	TOMM40	10452
9768	SLC5A9	200010
9769	LRRN3	54674
9770	TMEM71	137835
9771	CD4	920
9772	KIF4A	24137
9773	CLIC6	54102
9774	AMOT	154796
9775	BMP8A	353500
9776	AGAP9	642517
9777	PHLDB2	90102
9778	SCN9A	6335
9779	SNRPE	6635
9780	ACSL4	2182
9781	CDC6	990
9782	IFI16	3428
9783	HGD	3081
9784	PTGS2	5743
9785	SYT17	51760
9786	SSC5D	284297
9787	TMSB4X	7114
9788	TFDP1	7027
9789	GAR1	54433
9790	FBLN5	10516
9791	DNAJC12	56521
9792	PLCE1	51196
9793	PTGFR	5737
9794	DPYD	1806
9795	HRCT1	646962
9796	TMEM156	80008
9797	CLCN4	1183
9798	CACNA1C	775
9799	LAYN	143903
9800	RASSF5	83593
9801	SLC6A6	6533
9802	KIFC3	3801
9803	IGFBP6	3489
9804	MYH3	4621
9805	ATAD5	79915
9806	BMP6	654
9807	GLT8D2	83468
9808	CNTNAP3B	728577
9809	FADS3	3995
9810	TMEM37	140738
9811	ARHGAP10	79658
9812	NCAPH	23397
9813	UBASH3B	84959
9814	PFKFB2	5208
9815	ZNF664	144348
9816	ZNF610	162963
9817	GATM	2628
9818	PDZRN3	23024
9819	TPT1	7178
9820	TUBA1A	7846
9821	SEPHS2	22928
9822	TOX	9760
9823	TRPM2	7226
9824	DLGAP5	9787
9825	CD2	914
9826	CSRP2	1466
9827	MRC2	9902
9828	CD248	57124
9829	NLRC3	197358
9830	WDR62	284403
9831	UNC5CL	222643
9832	TSEN15	116461
9833	ITK	3702
9834	HLA-DRB1	3123
9835	DOCK6	57572
9836	KCNH8	131096
9837	BACH2	60468
9838	KANK4	163782
9839	ADA	100
9840	TCF21	6943
9841	COL18A1	80781
9842	KRCC1	51315
9843	KCTD1	284252
9844	CCDC88A	55704
9845	CPXM2	119587
9846	ZBTB10	65986
9847	BOC	91653
9848	SLC9A7	84679
9849	E2F8	79733
9850	ENTPD8	377841
9851	PCDH18	54510
9852	PCNT	5116
9853	FLVCR2	55640
9854	CBFA2T3	863
9855	LSAMP	4045
9856	MCM4	4173
9857	THNSL2	55258
9858	SLC35F1	222553
9859	NOXO1	124056
9860	ANGPTL2	23452
9861	DAPK1	1612
9862	FBXL2	25827
9863	DTNB	1838
9864	IGSF6	10261
9865	MRM1	79922
9866	EPHA10	284656
9867	CCDC3	83643
9868	NDC80	10403
9869	ADAM33	80332
9870	DDR2	4921
9871	PDE9A	5152
9872	CGREF1	10669
9873	NLGN2	57555
9874	HELLS	3070
9875	DNALI1	7802
9876	NUP62	23636
9877	NAV1	89796
9878	DOCK4	9732
9879	ITGAL	3683
9880	REEP6	92840
9881	LRRC26	389816
9882	PLCG1	5335
9883	LIFR	3977
9884	DOCK10	55619
9885	C15orf48	84419
9886	LILRB5	10990
9887	LHFPL2	10184
9888	MAP2	4133
9889	GFI1	2672
9890	BIN2	51411
9891	FHL5	9457
9892	GOLGA6L9	440295
9893	SLC46A1	113235
9894	FCGRT	2217
9895	ATP8A1	10396
9896	CMBL	134147
9897	TMEM9	252839
9898	PCLO	27445
9899	CLEC2D	29121
9900	DEPDC1B	55789
9901	SFMBT2	57713
9902	ABCB11	8647
9903	GK	2710
9904	GJA5	2702
9905	C1QC	714
9906	TLR7	51284
9907	ELOVL6	79071
9908	FGFR2	2263
9909	GLI2	2736
9910	RPL37	6167
9911	KLF6	1316
9912	LRRK2	120892
9913	ALOX5	240
9914	MAGEH1	28986
9915	NAMPT	10135
9916	MYL12B	103910
9917	SLC17A9	63910
9918	ATP1B1	481
9919	ABCA5	23461
9920	SELPLG	6404
9921	MZT1	440145
9922	PLXNC1	10154
9923	GAL3ST2	64090
9924	PPP1R15A	23645
9925	TPM2	7169
9926	BIRC3	330
9927	U2AF1	7307
9928	KRT15	3866
9929	CCDC146	57639
9930	STMN3	50861
9931	DCLK1	9201
9932	GALNT7	51809
9933	HECW2	57520
9934	MCF2L	23263
9935	HSD17B6	8630
9936	PDE6A	5145
9937	BARX2	8538
9938	SLC4A10	57282
9939	C1orf21	81563
9940	STMN1	3925
9941	CHST15	51363
9942	PPL	5493
9943	HCK	3055
9944	SCAMP5	192683
9945	LMOD1	25802
9946	PER1	5187
9947	GPA33	10223
9948	CXCR6	10663
9949	SPATA6L	55064
9950	SDK1	221935
9951	HOXD8	3234
9952	PABPC1	26986
9953	IL20RA	53832
9954	SLCO4C1	353189
9955	SCN4B	6330
9956	LTB4R	1241
9957	ALDOC	230
9958	SLC38A5	92745
9959	MYO1A	4640
9960	ABHD2	11057
9961	SLC2A10	81031
9962	PRKCQ	5588
9963	DCBLD2	131566
9964	PCOLCE	5118
9965	SCUBE1	80274
9966	TTC9	23508
9967	CMKLR1	1240
9968	ARHGAP8	23779
9969	MDN1	23195
9970	ZNF134	7693
9971	NXN	64359
9972	GADD45B	4616
9973	CSF2RB	1439
9974	VEGFC	7424
9975	INSC	387755
9976	PLK1	5347
9977	PYHIN1	149628
9978	LUC7L	55692
9979	STX1A	6804
9980	CARD6	84674
9981	TMEM132A	54972
9982	RPL41	6171
9983	HGF	3082
9984	CMTM3	123920
9985	TTPA	7274
9986	ROR2	4920
9987	TAF1D	79101
9988	CD22	933
9989	CHSY3	337876
9990	VWA5A	4013
9991	TIAM2	26230
9992	LTK	4058
9993	MS4A2	2206
9994	TSPAN13	27075
9995	LENG8	114823
9996	SELP	6403
9997	SLC19A3	80704
9998	CDK11A	728642
9999	KCTD12	115207
10000	CYP7B1	9420
10001	GNB4	59345
10002	ITGA1	3672
10003	NR3C1	2908
10004	CBX6	23466
10005	ZNF486	90649
10006	RNASE4	6038
10007	ZDBF2	57683
10008	CLIC4	25932
10009	CD8A	925
10010	UHRF1	29128
10011	PTN	5764
10012	SLC44A3	126969
10013	THEMIS	387357
10014	GDNF	2668
10015	APBB2	323
10016	MXRA8	54587
10017	FLNA	2316
10018	HLA-B	3106
10019	STARD9	57519
10020	SIGLEC1	6614
10021	PHLDA2	7262
10022	THBD	7056
10023	CDA	978
10024	XK	7504
10025	PHGR1	644844
10026	FTH1	2495
10027	RMI2	116028
10028	NSG1	27065
10029	PDCD1LG2	80380
10030	HAAO	23498
10031	C6orf163	206412
10032	AGAP4	119016
10033	SPTB	6710
10034	C2	717
10035	MID2	11043
10036	SSPN	8082
10037	GLIPR1	11010
10038	PILRA	29992
10039	HDX	139324
10040	SH3BP5	9467
10041	IGFBP3	3486
10042	ZNF606	80095
10043	FAM86B1	85002
10044	ADORA3	140
10045	AATK	9625
10046	IL1R1	3554
10047	C1orf115	79762
10048	EML5	161436
10049	GRAP	10750
10050	WDR4	10785
10051	CFB	629
10052	EFEMP1	2202
10053	ICAM1	3383
10054	HOXB2	3212
10055	DSE	29940
10056	RERG	85004
10057	ARHGAP28	79822
10058	AQP1	358
10059	PRKCB	5579
10060	ARHGEF10	9639
10061	ADCY5	111
10062	RPS3A	6189
10063	HR	55806
10064	ARHGEF19	128272
10065	CHAF1B	8208
10066	TK1	7083
10067	GRHL1	29841
10068	BUB1B	701
10069	LRP1	4035
10070	TEAD2	8463
10071	SLC16A7	9194
10072	ADM	133
10073	ECM2	1842
10074	RNF125	54941
10075	RPL39	6170
10076	MEDAG	84935
10077	FAM43A	131583
10078	GDPD2	54857
10079	EGR2	1959
10080	TMEM119	338773
10081	LARP6	55323
10082	ZNF43	7594
10083	RAB9B	51209
10084	TG	7038
10085	BIRC5	332
10086	RPL17	6139
10087	CD302	9936
10088	HEPH	9843
10089	NOS3	4846
10090	ACER2	340485
10091	LAMC2	3918
10092	DNHD1	144132
10093	MAB21L2	10586
10094	SLC7A7	9056
10095	DDC	1644
10096	TMEM200B	399474
10097	AMOTL1	154810
10098	PARP14	54625
10099	EEF1G	1937
10100	ST3GAL1	6482
10101	ATP2A3	489
10102	CGNL1	84952
10103	RASSF2	9770
10104	SLC9A2	6549
10105	JAKMIP2	9832
10106	AJUBA	84962
10107	CREB3L3	84699
10108	RAI14	26064
10109	CCDC110	256309
10110	LUZP2	338645
10111	MMP14	4323
10112	ORC6	23594
10113	LYVE1	10894
10114	SETD5	55209
10115	TRAF3IP3	80342
10116	RPL7	6129
10117	CD86	942
10118	WNT5A	7474
